period,district,31_03_2020,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,advance,cd_ratio,cd_ratio_as_on_dec_2016,cd_ratio_as_on_dec_2017,cd_ratio_as_on_dec_2018,cd_ratio_as_on_dec_2019,cd_ratio_as_on_dec_2019_deposit,cd_ratio_as_on_dec_2020_deposit,cd_ratio_as_on_dec_2021,cd_ratio_as_on_december_2021_deposit,cd_ratio_as_on_december_2022,cd_ratio_as_on_december_2022_deposit,cd_ratio_as_on_december_2023,cd_ratio_as_on_december_2023_deposit,cd_ratio_as_on_december_2024,cd_ratio_as_on_december_2024_deposit,cd_ratio_as_on_june_2017,cd_ratio_as_on_june_2018,cd_ratio_as_on_june_2019_deposit,cd_ratio_as_on_june_2020,cd_ratio_as_on_june_2021,cd_ratio_as_on_june_2021_deposit,cd_ratio_as_on_june_2022,cd_ratio_as_on_june_2022_deposit,cd_ratio_as_on_june_2023,cd_ratio_as_on_june_2023_deposit,cd_ratio_as_on_june_2024,cd_ratio_as_on_june_2024_deposit,cd_ratio_as_on_june_2025,cd_ratio_as_on_june_2025_deposit,cd_ratio_as_on_march_2017,cd_ratio_as_on_march_2018,cd_ratio_as_on_march_2019,cd_ratio_as_on_march_2019_deposit,cd_ratio_as_on_march_2020,cd_ratio_as_on_march_2020_deposit,cd_ratio_as_on_march_2021,cd_ratio_as_on_march_2021_deposit,cd_ratio_as_on_march_2022,cd_ratio_as_on_march_2022_deposit,cd_ratio_as_on_march_2023,cd_ratio_as_on_march_2023_deposit,cd_ratio_as_on_march_2024,cd_ratio_as_on_march_2024_deposit,cd_ratio_as_on_march_2025,cd_ratio_as_on_march_2025_deposit,cd_ratio_as_on_sept_2017,cd_ratio_as_on_sept_2018,cd_ratio_as_on_sept_2019,cd_ratio_as_on_sept_2019_deposit,cd_ratio_as_on_sept_2020_deposit,cd_ratio_as_on_sept_2021,cd_ratio_as_on_september_2021_deposit,cd_ratio_as_on_september_2022_deposit,cd_ratio_as_on_september_2024,cd_ratio_as_on_september_2025,cd_ratio_as_on_september_2025_deposit,cd_ratio_dec_2018_amount_in_rs_crore,cd_ratio_december_2015_amount_in_rs_crore,cd_ratio_december_2016_amount_in_rs_crore,cd_ratio_december_2017_amount_in_rs_crore,cd_ratio_june_2016_amount_in_rs_crore,cd_ratio_june_2017_amount_in_rs_crore,cd_ratio_june_2018_amount_in_rs_crore,cd_ratio_march_2016_amount_in_rs_crore,cd_ratio_march_2017_amount_in_rs_crore,cd_ratio_march_2018_amount_in_rs_crore,cd_ratio_sept_2018_amount_in_rs_crore,cd_ratio_september_2016_amount_in_rs_crore,cd_ratio_september_2017_amount_in_rs_crore,variation_over_june_2015,variation_over_june_2016
June 2024,Paschim Medinipur,,,46.95,49.32,51.4,,17590.91,48.47,,,,,,,,,,,,,,,,,,,,,,,48.4,,48.47,36295.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purba Bardhaman,,,51.28,51.89,53.5,,20458.73,56.04,,,,,,,,,,,,,,,,,,,,,,,55.17,,56.04,36510.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purba Medinipur,,,45.83,47.39,50.82,,19179.42,52.76,,,,,,,,,,,,,,,,,,,,,,,45.91,,52.76,36349.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Purulia,,,48.61,48.84,49.34,,5997.92,50.26,,,,,,,,,,,,,,,,,,,,,,,48.88,,50.26,11933.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2024,Uttar Dinajpur,,,60.6,61.17,65.29,,6387.1,68.85,,,,,,,,,,,,,,,,,,,,,,,64.38,,68.85,9277.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Alipurduar,,,,63.23,54.85,63.43,5505.51,63.82,,,,,,,,,,,,,,,,,,,,,,,,,61.62,,63.82,8626.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Bankura,,,,52.4,54.94,57.0,12163.33,57.0,,,,,,,,,,,,,,,,,,,,,,,,,55.01,,57.0,21340.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Birbhum,,,,47.59,53.5,53.51,10414.01,45.73,,,,,,,,,,,,,,,,,,,,,,,,,50.37,,45.73,22774.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Cooch Behar,,,,79.37,80.39,105.74,17461.13,105.04,,,,,,,,,,,,,,,,,,,,,,,,,78.64,,105.04,16623.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Dakshin Dinajpur,,,,62.23,62.42,69.96,4533.43,69.17,,,,,,,,,,,,,,,,,,,,,,,,,62.71,,69.17,6553.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Darjeeling,,,,65.19,67.55,68.56,19534.2,68.73,,,,,,,,,,,,,,,,,,,,,,,,,67.58,,68.73,28422.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Hooghly,,,,41.9,45.76,47.14,27005.92,47.18,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,47.18,57241.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Howrah,,,,49.33,49.14,49.71,29917.08,50.22,,,,,,,,,,,,,,,,,,,,,,,,,49.43,,50.22,59573.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Jalpaiguri,,,,68.7,93.16,77.17,10677.42,77.25,,,,,,,,,,,,,,,,,,,,,,,,,75.52,,77.25,13821.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Jhargram,,,,42.19,47.39,45.3,2522.4,46.18,,,,,,,,,,,,,,,,,,,,,,,,,45.57,,46.18,5462.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Kalimpong,,,,50.54,60.77,50.99,1141.58,51.01,,,,,,,,,,,,,,,,,,,,,,,,,60.81,,51.01,2237.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Kolkata,,,,64.15,98.7,103.89,444668.1,92.54,,,,,,,,,,,,,,,,,,,,,,,,,103.17,,92.54,480519.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Malda,,,,60.43,58.84,60.43,11137.59,60.36,,,,,,,,,,,,,,,,,,,,,,,,,59.06,,60.36,18450.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Murshidabad,,,,52.27,57.06,59.92,18425.78,59.32,,,,,,,,,,,,,,,,,,,,,,,,,57.33,,59.32,31059.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Nadia,,,,50.02,50.75,51.08,18140.0,51.15,,,,,,,,,,,,,,,,,,,,,,,,,50.97,,51.15,35463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Paschim Bardhaman,,,,46.31,52.49,54.12,35580.19,58.51,,,,,,,,,,,,,,,,,,,,,,,,,52.83,,58.51,60811.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Paschim Medinipur,,,,49.32,51.4,53.8,19249.17,50.73,,,,,,,,,,,,,,,,,,,,,,,,,48.47,,50.73,37946.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Purba Bardhaman,,,,51.89,53.5,55.2,21702.05,55.15,,,,,,,,,,,,,,,,,,,,,,,,,56.04,,55.15,39348.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Purba Medinipur,,,,47.39,50.82,53.58,25865.57,57.56,,,,,,,,,,,,,,,,,,,,,,,,,52.76,,57.56,44934.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Purulia,,,,48.84,49.34,49.24,1994.0,49.24,,,,,,,,,,,,,,,,,,,,,,,,,50.26,,49.24,3994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2025,Uttar Dinajpur,,,,61.17,65.29,69.46,7422.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,68.85,,71.0,10453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2016,Alipurduar,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377.51,,,,,,7.0,
March 2016,Bankura,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7232.04,,,,,,9.0,
March 2016,Birbhum,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8649.57,,,,,,5.0,
March 2016,Cooch Behar,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4868.64,,,,,,12.0,
March 2016,Dakshin Dinajpur,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572.39,,,,,,0.0,
March 2016,Darjeeling,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11236.39,,,,,,1.0,
March 2016,Hooghly,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29242.79,,,,,,6.0,
March 2016,Howrah,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20436.72,,,,,,-35.0,
March 2016,Jalpaiguri,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5194.33,,,,,,2.0,
March 2016,Kolkata,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268961.84,,,,,,0.0,
March 2016,Malda,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.33,,,,,,5.0,
March 2016,Murshidabad,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9830.57,,,,,,3.0,
March 2016,Nadia,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17310.25,,,,,,-10.0,
March 2016,Paschim Medinipur,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16838.2,,,,,,3.0,
March 2016,Purba Bardhaman,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43036.56,,,,,,2.0,
March 2016,Purba Medinipur,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14849.02,,,,,,-1.0,
March 2016,Purulia,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6644.15,,,,,,-2.0,
March 2016,Uttar Dinajpur,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3836.49,,,,,,1.0,
March 2017,Alipurduar,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3832.49,,,,,,
March 2017,Bankura,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10064.24,,,,,,
March 2017,Birbhum,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11592.72,,,,,,
March 2017,Cooch Behar,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032.66,,,,,,
March 2017,Dakshin Dinajpur,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.64,,,,,,
March 2017,Darjeeling,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15461.82,,,,,,
March 2017,Hooghly,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33334.6,,,,,,
March 2017,Howrah,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29965.63,,,,,,
March 2017,Jalpaiguri,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6569.58,,,,,,
March 2017,Kolkata,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250543.58,,,,,,
March 2017,Malda,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7414.33,,,,,,
March 2017,Murshidabad,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11547.52,,,,,,
March 2017,Nadia,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44429.05,,,,,,
March 2017,Paschim Medinipur,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17788.47,,,,,,
March 2017,Purba Bardhaman,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53817.55,,,,,,
March 2017,Purba Medinipur,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18852.93,,,,,,
March 2017,Purulia,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7253.82,,,,,,
March 2017,Uttar Dinajpur,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222.57,,,,,,
March 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185.85,,,,,
March 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9603.96,,,,,
March 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11852.62,,,,,
March 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6202.25,,,,,
March 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3780.57,,,,,
March 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17825.37,,,,,
March 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36479.02,,,,,
March 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28007.78,,,,,
March 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6825.41,,,,,
March 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3413.34,,,,,
March 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310970.44,,,,,
March 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.56,,,,,
March 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11987.76,,,,,
March 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23337.16,,,,,
March 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30551.02,,,,,
March 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16659.19,,,,,
March 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24355.57,,,,,
March 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20043.61,,,,,
March 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7451.26,,,,,
March 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4783.14,,,,,
March 2019,Alipurduar,,,,,,,1714.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,40.58,4225.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Bankura,,,,,,,4071.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,42.2,9646.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Birbhum,,,,,,,5761.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,40.47,14234.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Cooch Behar,,,,,,,4955.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,72.31,6852.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Dakshin Dinajpur,,,,,,,2053.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,52.44,3914.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Darjeeling,,,,,,,8080.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,47.19,17124.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Hooghly,,,,,,,11712.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,30.05,38978.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Howrah,,,,,,,14140.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,40.19,35180.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jalpaiguri,,,,,,,4231.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,43.15,9805.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jhargram,,,,,,,1302.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,40.31,3231.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kalimpong,,,,,,,433.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,40.47,1070.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kolkata,,,,,,,257289.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,79.09,325318.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Malda,,,,,,,6037.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,53.93,11196.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Murshidabad,,,,,,,6482.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,52.96,12239.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Nadia,,,,,,,14157.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,49.11,28827.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Bardhaman,,,,,,,10512.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,40.07,26237.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Medinipur,,,,,,,8564.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,44.15,19401.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Bardhaman,,,,,,,10632.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,47.44,22412.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Medinipur,,,,,,,9884.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,44.51,22209.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purulia,,,,,,,3295.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,43.69,7542.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Uttar Dinajpur,,,,,,,3695.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,57.36,6443.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Alipurduar,,,,,,,2193.51,41.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58,,,5265.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Bankura,,,,,,,5164.0,43.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,11966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Birbhum,,,,,,,6153.82,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.47,,,15284.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Cooch Behar,,,,,,,5634.0,69.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.31,,,8054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Dakshin Dinajpur,,,,,,,2521.39,57.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.44,,,4389.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Darjeeling,,,,,,,10594.35,60.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.19,,,17572.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Hooghly,,,,,,,11888.25,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,,,40682.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Howrah,,,,,,,16062.55,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.19,,,38614.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Jalpaiguri,,,,,,,4426.17,51.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15,,,8534.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Jhargram,,,,,,,1520.16,40.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.31,,,3795.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Kalimpong,,,,,,,546.66,39.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.47,,,1392.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Kolkata,,,,,,,254962.36,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.09,,,340836.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Malda,,,,,,,6192.55,53.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.93,,,11564.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Murshidabad,,,,,,,8773.1,53.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.96,,,16323.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Nadia,,,,,,,13724.67,49.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.11,,,27921.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Paschim Bardhaman,,,,,,,15802.29,40.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.07,,,39224.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Paschim Medinipur,,,,,,,9487.67,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.15,,,20057.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Purba Bardhaman,,,,,,,10902.99,44.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.44,,,24775.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
