period,district,31_03_2022,31_03_2023,31_03_2024,31_03_2025,amount,disbursement_during_fy_during_fy_2022_23,during_fy_2021_22,during_fy_2022_23,during_fy_2023_24,during_fy_2024_25,kcc_disbursement_during_01_04_2019_to_30_06_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_03_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_12_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_30_09_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_03_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_12_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_06_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_09_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_03_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_12_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_06_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_09_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_31_03_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_31_12_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_30_06_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_31_03_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_31_12_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_30_06_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_03_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_12_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_30_06_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_30_09_2025_fresh_renewal_no,kcc_disbursement_during_fy_2018_19_no,kcc_disbursement_during_fy_2020_21,kcc_disbursement_during_fy_2021_22,kcc_outstanding_31_03_2021,kcc_outstanding_31_03_2022,kcc_outstanding_as_on_30_06_2020_no,kcc_outstanding_as_on_30_06_2021_no,kcc_outstanding_as_on_30_06_2022_no,kcc_outstanding_as_on_30_06_2023_no,kcc_outstanding_as_on_30_06_2024_no,kcc_outstanding_as_on_30_06_2025_no,kcc_outstanding_as_on_30_09_2021_no,kcc_outstanding_as_on_30_09_2022_no,kcc_outstanding_as_on_30_09_2025_no,kcc_outstanding_as_on_31_03_2021_no,kcc_outstanding_as_on_31_03_2022_no,kcc_outstanding_as_on_31_03_2023_no,kcc_outstanding_as_on_31_03_2024_no,kcc_outstanding_as_on_31_03_2025_no,kcc_outstanding_as_on_31_12_2020_no,kcc_outstanding_as_on_31_12_2021_no,kcc_outstanding_as_on_31_12_2022_no,kcc_outstanding_as_on_31_12_2023_no,kcc_outstanding_as_on_31_12_2024_no,of_achievement_no,outstanding_as_on_31_03_2023,target_no
March 2025,Kalimpong,,,,,178.44,,,,,,,,,,,,,,,,,,,,,,,,22421.0,,,,,,,,,,,,,,,,,,,,,,22064.0,,,,,,224.21,,10000.0
March 2025,Kolkata,,,,,231.93,,,,,,,,,,,,,,,,,,,,,,,,1460.0,,,,,,,,,,,,,,,,,,,,,,2820.0,,,,,,,,0.0
March 2025,Malda,,,,,1224.64,,,,,,,,,,,,,,,,,,,,,,,,153282.0,,,,,,,,,,,,,,,,,,,,,,134952.0,,,,,,139.35,,110000.0
March 2025,Murshidabad,,,,,1247.94,,,,,,,,,,,,,,,,,,,,,,,,140170.0,,,,,,,,,,,,,,,,,,,,,,225899.0,,,,,,147.55,,95000.0
March 2025,Nadia,,,,,1692.04,,,,,,,,,,,,,,,,,,,,,,,,187802.0,,,,,,,,,,,,,,,,,,,,,,293382.0,,,,,,170.73,,110000.0
March 2025,Paschim Bardhaman,,,,,584.21,,,,,,,,,,,,,,,,,,,,,,,,100312.0,,,,,,,,,,,,,,,,,,,,,,101426.0,,,,,,401.25,,25000.0
March 2025,Paschim Medinipur,,,,,1993.23,,,,,,,,,,,,,,,,,,,,,,,,283242.0,,,,,,,,,,,,,,,,,,,,,,349181.0,,,,,,115.61,,245000.0
March 2025,Purba Bardhaman,,,,,2204.27,,,,,,,,,,,,,,,,,,,,,,,,178261.0,,,,,,,,,,,,,,,,,,,,,,334360.0,,,,,,63.66,,280000.0
March 2025,Purba Medinipur,,,,,2122.83,,,,,,,,,,,,,,,,,,,,,,,,551372.0,,,,,,,,,,,,,,,,,,,,,,463951.0,,,,,,73.52,,750000.0
March 2025,Purulia,,,,,484.26,,,,,,,,,,,,,,,,,,,,,,,,54251.0,,,,,,,,,,,,,,,,,,,,,,100718.0,,,,,,155.0,,35000.0
March 2025,Uttar Dinajpur,,,,,874.29,,,,,,,,,,,,,,,,,,,,,,,,57123.0,,,,,,,,,,,,,,,,,,,,,,161824.0,,,,,,103.86,,55000.0
September 2020,Alipurduar,,,,,135.12,,,,,,,,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,44062.0,,,,,,,,,,,,,,,,,,,16.52,,40000.0
September 2020,Bankura,,,,,543.52,,,,,,,,,62069.0,,,,,,,,,,,,,,,,,,,,,,,,163051.0,,,,,,,,,,,,,,,,,,,26.99,,230000.0
September 2020,Birbhum,,,,,902.13,,,,,,,,,115259.0,,,,,,,,,,,,,,,,,,,,,,,,204044.0,,,,,,,,,,,,,,,,,,,54.63,,211000.0
September 2020,Cooch Behar,,,,,745.62,,,,,,,,,26249.0,,,,,,,,,,,,,,,,,,,,,,,,162430.0,,,,,,,,,,,,,,,,,,,13.12,,200000.0
September 2020,Dakshin Dinajpur,,,,,721.03,,,,,,,,,7591.0,,,,,,,,,,,,,,,,,,,,,,,,180222.0,,,,,,,,,,,,,,,,,,,6.33,,120000.0
September 2020,Darjeeling,,,,,59.38,,,,,,,,,2828.0,,,,,,,,,,,,,,,,,,,,,,,,18467.0,,,,,,,,,,,,,,,,,,,14.14,,20000.0
September 2020,Hooghly,,,,,853.33,,,,,,,,,54172.0,,,,,,,,,,,,,,,,,,,,,,,,182792.0,,,,,,,,,,,,,,,,,,,24.08,,225000.0
September 2020,Howrah,,,,,290.17,,,,,,,,,25201.0,,,,,,,,,,,,,,,,,,,,,,,,71375.0,,,,,,,,,,,,,,,,,,,25.2,,100000.0
September 2020,Jalpaiguri,,,,,426.37,,,,,,,,,8040.0,,,,,,,,,,,,,,,,,,,,,,,,88389.0,,,,,,,,,,,,,,,,,,,16.08,,50000.0
September 2020,Jhargram,,,,,273.78,,,,,,,,,20746.0,,,,,,,,,,,,,,,,,,,,,,,,66674.0,,,,,,,,,,,,,,,,,,,27.66,,75000.0
September 2020,Kalimpong,,,,,37.26,,,,,,,,,2783.0,,,,,,,,,,,,,,,,,,,,,,,,10512.0,,,,,,,,,,,,,,,,,,,39.76,,7000.0
September 2020,Kolkata,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0
September 2020,Malda,,,,,437.26,,,,,,,,,29776.0,,,,,,,,,,,,,,,,,,,,,,,,92510.0,,,,,,,,,,,,,,,,,,,13.23,,225000.0
September 2020,Murshidabad,,,,,318.39,,,,,,,,,32281.0,,,,,,,,,,,,,,,,,,,,,,,,69104.0,,,,,,,,,,,,,,,,,,,10.41,,310000.0
September 2020,Nadia,,,,,692.19,,,,,,,,,38742.0,,,,,,,,,,,,,,,,,,,,,,,,159203.0,,,,,,,,,,,,,,,,,,,14.9,,260000.0
September 2020,Paschim Bardhaman,,,,,49.38,,,,,,,,,5686.0,,,,,,,,,,,,,,,,,,,,,,,,18262.0,,,,,,,,,,,,,,,,,,,22.74,,25000.0
September 2020,Paschim Medinipur,,,,,1421.54,,,,,,,,,69050.0,,,,,,,,,,,,,,,,,,,,,,,,338113.0,,,,,,,,,,,,,,,,,,,14.24,,485000.0
September 2020,Purba Bardhaman,,,,,1706.38,,,,,,,,,64317.0,,,,,,,,,,,,,,,,,,,,,,,,351635.0,,,,,,,,,,,,,,,,,,,22.18,,290000.0
September 2020,Purba Medinipur,,,,,1772.38,,,,,,,,,327534.0,,,,,,,,,,,,,,,,,,,,,,,,405158.0,,,,,,,,,,,,,,,,,,,44.56,,735000.0
September 2020,Purulia,,,,,329.35,,,,,,,,,9222.0,,,,,,,,,,,,,,,,,,,,,,,,95231.0,,,,,,,,,,,,,,,,,,,8.23,,112000.0
September 2020,Uttar Dinajpur,,,,,1033.28,,,,,,,,,30340.0,,,,,,,,,,,,,,,,,,,,,,,,284312.0,,,,,,,,,,,,,,,,,,,15.56,,195000.0
September 2021,Alipurduar,,,,,189.94,,,,,,,,,,,,,7616.0,,,,,,,,,,,,,,,,,,,,,,,,,,26625.0,,,,,,,,,,,,,19.78,,38500.0
September 2021,Bankura,,,,,671.24,,,,,,,,,,,,,69723.0,,,,,,,,,,,,,,,,,,,,,,,,,,167006.0,,,,,,,,,,,,,35.21,,198000.0
September 2021,Birbhum,,,,,627.34,,,,,,,,,,,,,143576.0,,,,,,,,,,,,,,,,,,,,,,,,,,137543.0,,,,,,,,,,,,,59.82,,240000.0
September 2021,Cooch Behar,,,,,1589.33,,,,,,,,,,,,,40355.0,,,,,,,,,,,,,,,,,,,,,,,,,,192860.0,,,,,,,,,,,,,21.24,,190000.0
September 2021,Dakshin Dinajpur,,,,,826.41,,,,,,,,,,,,,39265.0,,,,,,,,,,,,,,,,,,,,,,,,,,196220.0,,,,,,,,,,,,,34.14,,115000.0
September 2021,Darjeeling,,,,,191.11,,,,,,,,,,,,,6812.0,,,,,,,,,,,,,,,,,,,,,,,,,,20604.0,,,,,,,,,,,,,36.82,,18500.0
September 2021,Hooghly,,,,,1048.44,,,,,,,,,,,,,136601.0,,,,,,,,,,,,,,,,,,,,,,,,,,93420.0,,,,,,,,,,,,,34.58,,395000.0
September 2021,Howrah,,,,,347.41,,,,,,,,,,,,,29553.0,,,,,,,,,,,,,,,,,,,,,,,,,,71760.0,,,,,,,,,,,,,31.11,,95000.0
September 2021,Jalpaiguri,,,,,793.46,,,,,,,,,,,,,16701.0,,,,,,,,,,,,,,,,,,,,,,,,,,92011.0,,,,,,,,,,,,,41.75,,40000.0
September 2021,Jhargram,,,,,128.87,,,,,,,,,,,,,24837.0,,,,,,,,,,,,,,,,,,,,,,,,,,55095.0,,,,,,,,,,,,,45.16,,55000.0
September 2021,Kalimpong,,,,,59.19,,,,,,,,,,,,,6735.0,,,,,,,,,,,,,,,,,,,,,,,,,,9961.0,,,,,,,,,,,,,67.35,,10000.0
September 2021,Kolkata,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
September 2021,Malda,,,,,644.4,,,,,,,,,,,,,34872.0,,,,,,,,,,,,,,,,,,,,,,,,,,140765.0,,,,,,,,,,,,,31.7,,110000.0
September 2021,Murshidabad,,,,,473.72,,,,,,,,,,,,,57341.0,,,,,,,,,,,,,,,,,,,,,,,,,,89865.0,,,,,,,,,,,,,60.36,,95000.0
September 2021,Nadia,,,,,876.5,,,,,,,,,,,,,37325.0,,,,,,,,,,,,,,,,,,,,,,,,,,184152.0,,,,,,,,,,,,,33.93,,110000.0
September 2021,Paschim Bardhaman,,,,,161.68,,,,,,,,,,,,,8275.0,,,,,,,,,,,,,,,,,,,,,,,,,,16807.0,,,,,,,,,,,,,33.1,,25000.0
September 2021,Paschim Medinipur,,,,,1702.12,,,,,,,,,,,,,78175.0,,,,,,,,,,,,,,,,,,,,,,,,,,360147.0,,,,,,,,,,,,,31.91,,245000.0
September 2021,Purba Bardhaman,,,,,2283.19,,,,,,,,,,,,,129757.0,,,,,,,,,,,,,,,,,,,,,,,,,,505560.0,,,,,,,,,,,,,46.34,,280000.0
September 2021,Purba Medinipur,,,,,1816.08,,,,,,,,,,,,,357800.0,,,,,,,,,,,,,,,,,,,,,,,,,,564414.0,,,,,,,,,,,,,47.71,,750000.0
September 2021,Purulia,,,,,243.45,,,,,,,,,,,,,30949.0,,,,,,,,,,,,,,,,,,,,,,,,,,98427.0,,,,,,,,,,,,,88.43,,35000.0
September 2021,Uttar Dinajpur,,,,,1025.12,,,,,,,,,,,,,20107.0,,,,,,,,,,,,,,,,,,,,,,,,,,305069.0,,,,,,,,,,,,,36.56,,55000.0
September 2022,Alipurduar,,,,,180.85,,,,,,,,,,,,,,,,,4062.0,,,,,,,,,,,,,,,,,,,,,,,26625.0,,,,,,,,,,,,10.55,,38500.0
September 2022,Bankura,,,,,827.2,,,,,,,,,,,,,,,,,92237.0,,,,,,,,,,,,,,,,,,,,,,,170312.0,,,,,,,,,,,,46.58,,198000.0
September 2022,Birbhum,,,,,838.33,,,,,,,,,,,,,,,,,68829.0,,,,,,,,,,,,,,,,,,,,,,,241678.0,,,,,,,,,,,,28.68,,240000.0
September 2022,Cooch Behar,,,,,1462.72,,,,,,,,,,,,,,,,,36380.0,,,,,,,,,,,,,,,,,,,,,,,200936.0,,,,,,,,,,,,19.15,,190000.0
September 2022,Dakshin Dinajpur,,,,,490.25,,,,,,,,,,,,,,,,,48384.0,,,,,,,,,,,,,,,,,,,,,,,106666.0,,,,,,,,,,,,42.07,,115000.0
September 2022,Darjeeling,,,,,160.3,,,,,,,,,,,,,,,,,5825.0,,,,,,,,,,,,,,,,,,,,,,,23768.0,,,,,,,,,,,,31.49,,18500.0
September 2022,Hooghly,,,,,1390.34,,,,,,,,,,,,,,,,,130732.0,,,,,,,,,,,,,,,,,,,,,,,339963.0,,,,,,,,,,,,33.1,,395000.0
September 2022,Howrah,,,,,473.62,,,,,,,,,,,,,,,,,29314.0,,,,,,,,,,,,,,,,,,,,,,,71699.0,,,,,,,,,,,,30.86,,95000.0
September 2022,Jalpaiguri,,,,,910.67,,,,,,,,,,,,,,,,,24420.0,,,,,,,,,,,,,,,,,,,,,,,101559.0,,,,,,,,,,,,61.05,,40000.0
September 2022,Jhargram,,,,,298.98,,,,,,,,,,,,,,,,,17212.0,,,,,,,,,,,,,,,,,,,,,,,70948.0,,,,,,,,,,,,31.29,,55000.0
September 2022,Kalimpong,,,,,50.05,,,,,,,,,,,,,,,,,850.0,,,,,,,,,,,,,,,,,,,,,,,9042.0,,,,,,,,,,,,8.5,,10000.0
September 2022,Kolkata,,,,,21.82,,,,,,,,,,,,,,,,,904.0,,,,,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,,,,,,0.0
September 2022,Malda,,,,,508.27,,,,,,,,,,,,,,,,,53120.0,,,,,,,,,,,,,,,,,,,,,,,120484.0,,,,,,,,,,,,48.29,,110000.0
September 2022,Murshidabad,,,,,647.95,,,,,,,,,,,,,,,,,53223.0,,,,,,,,,,,,,,,,,,,,,,,127015.0,,,,,,,,,,,,56.02,,95000.0
September 2022,Nadia,,,,,1304.12,,,,,,,,,,,,,,,,,47850.0,,,,,,,,,,,,,,,,,,,,,,,205124.0,,,,,,,,,,,,43.5,,110000.0
September 2022,Paschim Bardhaman,,,,,236.84,,,,,,,,,,,,,,,,,11887.0,,,,,,,,,,,,,,,,,,,,,,,14476.0,,,,,,,,,,,,47.55,,25000.0
September 2022,Paschim Medinipur,,,,,2181.67,,,,,,,,,,,,,,,,,178514.0,,,,,,,,,,,,,,,,,,,,,,,436763.0,,,,,,,,,,,,72.86,,245000.0
September 2022,Purba Bardhaman,,,,,2453.42,,,,,,,,,,,,,,,,,137920.0,,,,,,,,,,,,,,,,,,,,,,,514852.0,,,,,,,,,,,,49.26,,280000.0
September 2022,Purba Medinipur,,,,,1598.91,,,,,,,,,,,,,,,,,379179.0,,,,,,,,,,,,,,,,,,,,,,,496190.0,,,,,,,,,,,,50.56,,750000.0
September 2022,Purulia,,,,,295.16,,,,,,,,,,,,,,,,,21866.0,,,,,,,,,,,,,,,,,,,,,,,114832.0,,,,,,,,,,,,62.47,,35000.0
September 2022,Uttar Dinajpur,,,,,1019.18,,,,,,,,,,,,,,,,,19236.0,,,,,,,,,,,,,,,,,,,,,,,308615.0,,,,,,,,,,,,34.97,,55000.0
September 2025,Alipurduar,,,,,386.53,,,,,,,,,,,,,,,,,,,,,,,,,,,17761.0,,,,,,,,,,,,,,45188.0,,,,,,,,,,,46.13,,38500.0
September 2025,Bankura,,,,,924.51,,,,,,,,,,,,,,,,,,,,,,,,,,,52508.0,,,,,,,,,,,,,,191949.0,,,,,,,,,,,26.52,,198000.0
September 2025,Birbhum,,,,,998.32,,,,,,,,,,,,,,,,,,,,,,,,,,,66087.0,,,,,,,,,,,,,,247534.0,,,,,,,,,,,27.54,,240000.0
September 2025,Cooch Behar,,,,,1185.09,,,,,,,,,,,,,,,,,,,,,,,,,,,28132.0,,,,,,,,,,,,,,193022.0,,,,,,,,,,,14.81,,190000.0
September 2025,Dakshin Dinajpur,,,,,573.27,,,,,,,,,,,,,,,,,,,,,,,,,,,34163.0,,,,,,,,,,,,,,88620.0,,,,,,,,,,,29.71,,115000.0
September 2025,Darjeeling,,,,,340.73,,,,,,,,,,,,,,,,,,,,,,,,,,,4366.0,,,,,,,,,,,,,,83778.0,,,,,,,,,,,23.6,,18500.0
September 2025,Hooghly,,,,,1632.54,,,,,,,,,,,,,,,,,,,,,,,,,,,132884.0,,,,,,,,,,,,,,353944.0,,,,,,,,,,,33.64,,395000.0
September 2025,Howrah,,,,,1035.8,,,,,,,,,,,,,,,,,,,,,,,,,,,27558.0,,,,,,,,,,,,,,234105.0,,,,,,,,,,,29.01,,95000.0
September 2025,Jalpaiguri,,,,,833.75,,,,,,,,,,,,,,,,,,,,,,,,,,,24087.0,,,,,,,,,,,,,,94512.0,,,,,,,,,,,60.22,,40000.0
September 2025,Jhargram,,,,,538.59,,,,,,,,,,,,,,,,,,,,,,,,,,,13685.0,,,,,,,,,,,,,,69902.0,,,,,,,,,,,24.88,,55000.0
September 2025,Kalimpong,,,,,61.41,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.0,,,,,,,,,,,,,,30505.0,,,,,,,,,,,18.65,,10000.0
September 2025,Kolkata,,,,,162.72,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,3047.0,,,,,,,,,,,,,0.0
September 2025,Malda,,,,,629.09,,,,,,,,,,,,,,,,,,,,,,,,,,,48507.0,,,,,,,,,,,,,,148870.0,,,,,,,,,,,44.1,,110000.0
September 2025,Murshidabad,,,,,1166.02,,,,,,,,,,,,,,,,,,,,,,,,,,,57588.0,,,,,,,,,,,,,,239677.0,,,,,,,,,,,60.62,,95000.0
September 2025,Nadia,,,,,1428.14,,,,,,,,,,,,,,,,,,,,,,,,,,,47022.0,,,,,,,,,,,,,,263511.0,,,,,,,,,,,42.75,,110000.0
September 2025,Paschim Bardhaman,,,,,695.85,,,,,,,,,,,,,,,,,,,,,,,,,,,20799.0,,,,,,,,,,,,,,166427.0,,,,,,,,,,,83.2,,25000.0
September 2025,Paschim Medinipur,,,,,1683.61,,,,,,,,,,,,,,,,,,,,,,,,,,,114149.0,,,,,,,,,,,,,,255315.0,,,,,,,,,,,46.59,,245000.0
September 2025,Purba Bardhaman,,,,,1487.53,,,,,,,,,,,,,,,,,,,,,,,,,,,93690.0,,,,,,,,,,,,,,414169.0,,,,,,,,,,,33.46,,280000.0
September 2025,Purba Medinipur,,,,,2197.49,,,,,,,,,,,,,,,,,,,,,,,,,,,371179.0,,,,,,,,,,,,,,561273.0,,,,,,,,,,,49.49,,750000.0
September 2025,Purulia,,,,,823.84,,,,,,,,,,,,,,,,,,,,,,,,,,,29038.0,,,,,,,,,,,,,,137281.0,,,,,,,,,,,82.97,,35000.0
September 2025,Uttar Dinajpur,,,,,887.73,,,,,,,,,,,,,,,,,,,,,,,,,,,24951.0,,,,,,,,,,,,,,158498.0,,,,,,,,,,,45.37,,55000.0
