state_slug,indicator_id,source_field,source_artifact,source_artifact_sha256,state_record_count,present_count,absent_count,nonblank_count,numeric_count,zero_count,presence_period_count,numeric_period_count,numeric_district_label_count,numeric_periods,blank_count,null_count,missing_marker_count,percentage_text_count,spreadsheet_error_count,split_numeric_tokens_count,invalid_numeric_grouping_count,non_finite_count,text_count,unsupported_type_count,unit_status,measure_type_status,cross_state_comparable
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__micro,acp_disbursement_msme__micro,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,0,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__micro_tl,acp_disbursement_msme__micro_tl,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,13,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__micro_wc,acp_disbursement_msme__micro_wc,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,69,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__msme_total,acp_disbursement_msme__msme_total,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,0,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__others_under_msmes,acp_disbursement_msme__others_under_msmes,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,61,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__others_under_msmes_a_c,acp_disbursement_msme__others_under_msmes_a_c,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,70,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__small,acp_disbursement_msme__small,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,31,4,4,24,2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__small_tl,acp_disbursement_msme__small_tl,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,63,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__small_wc,acp_disbursement_msme__small_wc,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,125,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_msme__total_msme_disbursement,acp_disbursement_msme__total_msme_disbursement,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,214,397,214,214,6,9,9,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__acp_nps_disb_pct,acp_disbursement_non_ps__acp_nps_disb_pct,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,24,587,24,24,0,1,1,24,2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__agriculture_nps,acp_disbursement_non_ps__agriculture_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,190,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__education_nps,acp_disbursement_non_ps__education_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,280,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__export_credit_nps,acp_disbursement_non_ps__export_credit_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,310,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__housing_nps,acp_disbursement_non_ps__housing_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,99,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__msme_nps,acp_disbursement_non_ps__msme_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,291,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__nps_target_2024_25,acp_disbursement_non_ps__nps_target_2024_25,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,24,587,24,24,0,1,1,24,2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__others_nps,acp_disbursement_non_ps__others_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,4,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__personal_loans_under_nps,acp_disbursement_non_ps__personal_loans_under_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,12,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_non_ps__total_acp_nps,acp_disbursement_non_ps__total_acp_nps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,0,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__education_ps,acp_disbursement_other_ps__education_ps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,141,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__export_credit,acp_disbursement_other_ps__export_credit,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,310,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__housing_ps,acp_disbursement_other_ps__housing_ps,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,131,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__informal_credit,acp_disbursement_other_ps__informal_credit,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,275,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__loans_to_weaker_amt,acp_disbursement_other_ps__loans_to_weaker_amt,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,288,323,288,288,5,12,12,24,2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__loans_to_weaker_no,acp_disbursement_other_ps__loans_to_weaker_no,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,96,515,96,96,3,4,4,24,2021-09|2021-12|2022-03|2022-06,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__other_priority_sector_total,acp_disbursement_other_ps__other_priority_sector_total,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,88,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__renewable_energy,acp_disbursement_other_ps__renewable_energy,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,304,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_disbursement_other_ps__social_infrastructure,acp_disbursement_other_ps__social_infrastructure,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,310,301,310,310,303,13,13,24,2021-03|2021-09|2021-12|2022-03|2022-06|2022-09|2023-03|2023-06|2023-09|2024-06|2024-09|2024-12|2025-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_priority_sector_os_npa__agri_ps_total_o_s_amt,acp_priority_sector_os_npa__agri_ps_total_o_s_amt,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,22,589,22,22,0,1,1,22,2021-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_priority_sector_os_npa__agri_ps_total_o_s_no,acp_priority_sector_os_npa__agri_ps_total_o_s_no,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,22,589,22,22,0,1,1,22,2021-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_priority_sector_os_npa__msme_ps_total_o_s_amt,acp_priority_sector_os_npa__msme_ps_total_o_s_amt,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,22,589,22,22,1,1,1,22,2021-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
arunachal-pradesh,slbc.arunachal-pradesh.acp_priority_sector_os_npa__msme_ps_total_o_s_no,acp_priority_sector_os_npa__msme_ps_total_o_s_no,/slbc-data/arunachal-pradesh/arunachal-pradesh_fi_timeseries.json,d2f10bd3552b2a96149d5d3373b2f999080ed0f5548f7981522d92548eebcc2d,611,22,589,22,22,1,1,1,22,2021-03,0,0,0,0,0,0,0,0,0,0,not-reviewed,not-reviewed,false
