period,district,a03m_1t_8_rs_in_lac,achievement_as_on_30_06_2018_no,achievement_as_on_june_2016_no,achievement_as_on_june_2017_no,achievement_as_on_march_2016_no,achievement_as_on_march_2017_no,achievement_as_on_no_31,achievement_as_on_sept_2016_no,achievement_as_on_september_2017_no,achievement_no,achievement_no_wise,amount,amount_crore,amount_wise,amt,amt_crore,amt_in_lac,amt_in_lakh,amt_rs_in_lac,applications_disbursed_no,applications_pending_till_date_no,applications_sanctioned_no,applications_submitted_no,average_rs_lac,block_affected,disbursed_no,disbursed_nos,forwarded_to_bank_no,khadi_village_industries_no,loan_amount_rs_crore,loanee,medium_enterprise_mfg_ser_upto_rs_10_cr_no,micro_enterprise_mfg_ser_upto_rs_0_25_cr_no,mm_claimed_no,mm_disbursed_no,mouza_affected,no_of_applicantion_uploaded_62298,no_of_farmers_members_of_fpo,no_of_fpc,no_of_fpos,non_loanee,nos,number_of_claims_settled_for_claim_amounts_less_than_rs_1_00_000,number_of_claims_settled_for_claim_amounts_of_rs_1_00_000_or_more,of_achievement_mm_disbursed_no,of_achievement_no,others_sector_activities_not_classified_elsewhere_no,pending_no,pending_shg_no,project_cost_rs_crore,rejected_no,returned_no,s_no_1,sanctioned_no,sanctioned_nos,settled_amount_for_claim_amounts_less_than_rs_1_00_000,settled_amount_for_claim_amounts_of_rs_1_00_000_or_more,small_enterprise_mfg_ser_upto_rs_5_cr_no,sn,sponsored_in_fy_2023_24_no,sum_of_cummul_ative_not_a_member_of_pacs,sum_of_cummul_ative_wrong_incomple_te_informati_on_furnishe_d,sum_of_cummula_tive_already_availed_loan_for_same_purpose_from_other_banks,sum_of_cummula_tive_already_having_kcc_with_some_other_bank,sum_of_cummula_tive_any_other_reason,sum_of_cummula_tive_applicant_in_default_npa,sum_of_cummula_tive_applicati_on_for_purpose_of_cattle,sum_of_cummula_tive_milch_animal_in_possesio_n_no_space_available_for_cattle_shed,sum_of_cummula_tive_no_of_applicati_ons_accepted,sum_of_cummula_tive_no_of_applicati_ons_received,sum_of_cummula_tive_no_of_applicati_ons_sanction_ed,sum_of_cummula_tive_tpa_not_furnished_collection_account_is_in_other_bank,sum_of_cummulat_ive_members_of_the_family_applying_for_kcc_against_same_milch_animal,sum_of_cummulativ_e_appplicant_i_not_tracable_ii_unwilling_to_avail_iii_unaware_about_the_submission_of_application,sum_of_cummulativ_e_second_application_submitted_for_same_other_reasons,sum_of_pendency_more_than_15_days,target_2021_22_no,target_for_2015_16_no,target_for_2016_17_no,target_for_2017_18_no,target_for_2018_19_no,target_for_2023_24_no,target_no,target_no_fy_2024_25,target_nos,total,total_appl_submit_no,total_msme_no,total_no
March 2019,Purba Medinipur,,,,,,,,,,,,310775.86,,,,,,,,,,,,,,,,,33628.0,,,20.0,10060.0,,,,,,,,,,,,,,33492.0,,,,,,,,,,,5035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82235.0,
March 2019,Purulia,,,,,,,,,,,,139468.22,,,,,,,,,,,,,,,,,0.0,,,0.0,33495.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,2762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36257.0,
March 2019,South 24 Parganas,,,,,,,,,,,,491540.5,,,,,,,,,,,,,,,,,6930.0,,,1665.0,101500.0,,,,,,,,,,,,,,788978.0,,,,,,,,,,,5654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904727.0,
March 2019,Uttar Dinajpur,,,,,,,,,,,,32698.65,,,,,,,,,,,,,,,,,0.0,,,1919.0,13469.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,3863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19251.0,
March 2020,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6921.0,,,,,,,,,,17290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24211.0,,,
March 2020,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73571.0,,,,,,,,,,208054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281625.0,,,
March 2020,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60268.0,,,,,,,,,,193834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254102.0,,,
March 2020,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16630.0,,,,,,,,,,78315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94945.0,,,
March 2020,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0,,,,,,,,,,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903.0,,,
March 2020,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185394.0,,,,,,,,,,60071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245465.0,,,
March 2020,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675.0,,,,,,,,,,67847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81522.0,,,
March 2020,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374.0,,,,,,,,,,59459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78833.0,,,
March 2020,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13405.0,,,,,,,,,,15793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29198.0,,,
March 2020,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0,,,
March 2020,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
March 2020,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21790.0,,,,,,,,,,290185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311975.0,,,
March 2020,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13034.0,,,,,,,,,,395073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408107.0,,,
March 2020,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37185.0,,,,,,,,,,202217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239402.0,,,
March 2020,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,,,,,,,,,,7623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8763.0,,,
March 2020,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199432.0,,,,,,,,,,151846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351278.0,,,
March 2020,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213772.0,,,,,,,,,,188263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402035.0,,,
March 2020,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174970.0,,,,,,,,,,430189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605159.0,,,
March 2020,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5409.0,,,,,,,,,,36144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41553.0,,,
March 2020,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29872.0,,,,,,,,,,227895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257767.0,,,
March 2020,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11856.0,,,,,,,,,,192161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204017.0,,,
March 2021,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,2948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,1360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,1657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,5593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Alipurduar,,,,,,,,,,,52.31,3.88,,50.67,,,,,,,,,,,,,,286.0,,,,,,68.0,68.0,,,,,,,,,,,,,,,,,142.0,,83.0,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,
March 2022,Bankura,,,,,,,,,,,33.85,3.82,,26.06,,,,,,,,,,,,,,274.0,,,,,,49.0,44.0,,,,,,,,,,,,,,,,,126.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,
March 2022,Birbhum,,,,,,,,,,,70.77,4.4,,65.83,,,,,,,,,,,,,,299.0,,,,,,91.0,92.0,,,,,,,,,,,,,,,,,151.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,
March 2022,Cooch Behar,,,,,,,,,,,46.15,11.32,,38.11,,,,,,,,,,,,,,605.0,,,,,,63.0,60.0,,,,,,,,,,,,,,,,,466.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,
March 2022,Dakshin Dinajpur,,,,,,,,,,,51.67,5.25,,80.44,,,,,,,,,,,,,,250.0,,,,,,67.0,62.0,,,,,,,,,,,,,,,,,128.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Darjeeling,,,,,,,,,,,57.5,3.82,,54.52,,,,,,,,,,,,,,250.0,,,,,,67.0,69.0,,,,,,,,,,,,,,,,,127.0,,78.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Hooghly,,,,,,,,,,,46.67,6.18,,46.41,,,,,,,,,,,,,,337.0,,,,,,56.0,56.0,,,,,,,,,,,,,,,,,196.0,,71.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Howrah,,,,,,,,,,,58.33,4.97,,48.26,,,,,,,,,,,,,,393.0,,,,,,72.0,70.0,,,,,,,,,,,,,,,,,177.0,,94.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Jalpaiguri,,,,,,,,,,,109.17,6.03,,114.51,,,,,,,,,,,,,,546.0,,,,,,135.0,131.0,,,,,,,,,,,,,,,,,342.0,,143.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Jhargram,,,,,,,,,,,7.5,0.43,,11.14,,,,,,,,,,,,,,41.0,,,,,,12.0,9.0,,,,,,,,,,,,,,,,,15.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Kalimpong,,,,,,,,,,,10.0,1.11,,9.66,,,,,,,,,,,,,,84.0,,,,,,18.0,12.0,,,,,,,,,,,,,,,,,40.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Kolkata,,,,,,,,,,,10.83,1.16,,4.05,,,,,,,,,,,,,,137.0,,,,,,20.0,13.0,,,,,,,,,,,,,,,,,70.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Malda,,,,,,,,,,,42.5,5.14,,40.47,,,,,,,,,,,,,,381.0,,,,,,54.0,51.0,,,,,,,,,,,,,,,,,161.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Murshidabad,,,,,,,,,,,80.24,16.39,,87.89,,,,,,,,,,,,,,816.0,,,,,,217.0,203.0,,,,,,,,,,,,,,,,,447.0,,250.0,,,,,,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,
March 2022,Nadia,,,,,,,,,,,52.5,8.13,,75.17,,,,,,,,,,,,,,671.0,,,,,,64.0,63.0,,,,,,,,,,,,,,,,,201.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,North 24 Parganas,,,,,,,,,,,116.0,26.98,,144.63,,,,,,,,,,,,,,1427.0,,,,,,252.0,232.0,,,,,,,,,,,,,,,,,773.0,,271.0,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,
March 2022,Paschim Bardhaman,,,,,,,,,,,7.5,0.35,,10.22,,,,,,,,,,,,,,51.0,,,,,,8.0,9.0,,,,,,,,,,,,,,,,,28.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,Paschim Medinipur,,,,,,,,,,,40.0,7.33,,44.58,,,,,,,,,,,,,,523.0,,,,,,70.0,68.0,,,,,,,,,,,,,,,,,247.0,,82.0,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,
March 2022,Purba Medinipur,,,,,,,,,,,145.11,24.39,,238.83,,,,,,,,,,,,,,1956.0,,,,,,694.0,653.0,,,,,,,,,,,,,,,,,655.0,,691.0,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,
March 2022,Purulia,,,,,,,,,,,25.0,2.91,,25.35,,,,,,,,,,,,,,207.0,,,,,,30.0,30.0,,,,,,,,,,,,,,,,,100.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2022,South 24 Parganas,,,,,,,,,,,58.0,21.22,,68.88,,,,,,,,,,,,,,1044.0,,,,,,191.0,174.0,,,,,,,,,,,,,,,,,565.0,,255.0,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,
March 2022,Uttar Dinajpur,,,,,,,,,,,53.33,1.29,,57.21,,,,,,,,,,,,,,123.0,,,,,,67.0,64.0,,,,,,,,,,,,,,,,,37.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,
March 2023,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,239.0,0.0,293.0,0.0,268.0,2327.0,2327.0,1504.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,171.0,171.0,165.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,22.0,227.0,55.0,1419.0,0.0,407.0,3353.0,3353.0,1194.0,0.0,0.0,29.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,0.0,13.0,193.0,3.0,527.0,1229.0,1229.0,398.0,0.0,0.0,81.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0,28.0,0.0,0.0,15.0,201.0,0.0,20.0,1136.0,1136.0,387.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,4.0,37.0,299.0,168.0,14.0,130.0,1077.0,1077.0,387.0,3.0,1.0,32.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,48.0,97.0,0.0,221.0,0.0,9.0,933.0,933.0,524.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,105.0,105.0,82.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1.0,46.0,3.0,157.0,0.0,24.0,994.0,994.0,253.0,0.0,2.0,1.0,503.0,0.0,,,,,,,,,,,,,
March 2023,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,507.0,10.0,560.0,31.0,1096.0,853.0,1325.0,7423.0,7423.0,1841.0,0.0,236.0,822.0,5.0,0.0,,,,,,,,,,,,,
March 2023,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,8.0,0.0,136.0,85.0,260.0,0.0,364.0,1495.0,1495.0,545.0,46.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,115.0,241.0,5.0,467.0,386.0,248.0,2404.0,2404.0,865.0,0.0,0.0,77.0,0.0,0.0,,,,,,,,,,,,,
March 2023,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,35.0,0.0,66.0,0.0,0.0,357.0,357.0,195.0,0.0,0.0,61.0,0.0,0.0,,,,,,,,,,,,,
March 2025,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,3.0,,,,,,,,10.95,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,1.0,,,,,,,,21.82,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,1.0,,,,,,,,4.83,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34,,,,,,,,,,,,2.0,,,,,,,,37.6,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,1.0,,,,,,,,0.59,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,,1.0,,,,,,,,57.31,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,1.0,,,,,,,,94.6,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,1.0,,,,,,,,2.05,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,,,,,,,,,,,,5.0,,,,,,,,56.16,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2016,Alipurduar,,,,,,,,1643.0,,,,,,,88.9,,2699.65,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,75.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.0,,,,,,,,,,
September 2016,Bankura,,,,,,,,10473.0,,,,,,,51.21,,11748.89,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,58.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17910.0,,,,,,,,,,
September 2016,Birbhum,,,,,,,,5063.0,,,,,,,25.52,,10272.74,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27397.0,,,,,,,,,,
September 2016,Cooch Behar,,,,,,,,5509.0,,,,,,,49.5,,7749.86,,,,,,,1.41,,,,,,,,,,,,,,,,,,,,,,43.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12526.0,,,,,,,,,,
September 2016,Dakshin Dinajpur,,,,,,,,1692.0,,,,,,,28.94,,2183.57,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.0,,,,,,,,,,
September 2016,Darjeeling,,,,,,,,884.0,,,,,,,66.65,,1469.68,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,50.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0,,,,,,,,,,
September 2016,Hooghly,,,,,,,,6102.0,,,,,,,29.9,,8175.4,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,29.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20528.0,,,,,,,,,,
September 2016,Howrah,,,,,,,,3827.0,,,,,,,37.55,,7191.82,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14418.0,,,,,,,,,,
September 2016,Jalpaiguri,,,,,,,,3699.0,,,,,,,73.28,,5718.25,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,61.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6045.0,,,,,,,,,,
September 2016,Malda,,,,,,,,5239.0,,,,,,,47.39,,5198.96,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,60.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8701.0,,,,,,,,,,
September 2016,Murshidabad,,,,,,,,4063.0,,,,,,,33.03,,5619.3,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,29.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13608.0,,,,,,,,,,
September 2016,Nadia,,,,,,,,11426.0,,,,,,,37.31,,7624.35,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,69.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16334.0,,,,,,,,,,
September 2016,North 24 Parganas,,,,,,,,5555.0,,,,,,,39.73,,7435.23,,,,,,,1.34,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12626.0,,,,,,,,,,
September 2016,Paschim Medinipur,,,,,,,,9634.0,,,,,,,61.93,,10828.67,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,68.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.0,,,,,,,,,,
September 2016,Purba Bardhaman,,,,,,,,4082.0,,,,,,,25.85,,6374.29,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18829.0,,,,,,,,,,
September 2016,Purba Medinipur,,,,,,,,10917.0,,,,,,,64.39,,17914.05,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,53.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20410.0,,,,,,,,,,
September 2016,Purulia,,,,,,,,3359.0,,,,,,,25.53,,3936.37,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13768.0,,,,,,,,,,
September 2016,South 24 Parganas,,,,,,,,3974.0,,,,,,,29.3,,4756.55,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,28.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13787.0,,,,,,,,,,
September 2016,Uttar Dinajpur,,,,,,,,1884.0,,,,,,,30.13,,2537.16,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,28.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6630.0,,,,,,,,,,
September 2017,Alipurduar,,,,,,,,,3493.0,,,,,,34.82,,5452.63,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,38.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9157.0,,,,,,,,,
September 2017,Bankura,,,,,,,,,7034.0,,,,,,21.87,,10000.35,,,,,,,1.42,,,,,,,,,,,,,,,,,,,,,,33.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21166.0,,,,,,,,,
September 2017,Birbhum,,,,,,,,,8571.0,,,,,,29.79,,16301.08,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,37.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22991.0,,,,,,,,,
September 2017,Cooch Behar,,,,,,,,,6290.0,,,,,,21.16,,9340.89,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,,,25.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24802.0,,,,,,,,,
