district,period,acp_achievement__col_1,acp_achievement__col_10,acp_achievement__col_11,acp_achievement__col_12,acp_achievement__col_2,acp_achievement__col_3,acp_achievement__col_4,acp_achievement__col_5,acp_achievement__col_6,acp_achievement__col_7,acp_achievement__col_8,acp_achievement__col_9,animal_husbandry__achievement_no,animal_husbandry__amount_crore,animal_husbandry__target_no,atm_network__no_of_atm,bank_mitra__no_of_bank_mitra,cgtmse__amount_crore,cgtmse__no_of_accounts,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_deposit,fisheries__achievement_no,fisheries__amount_crore,fisheries__target_no,jansuraksha__col_1,jansuraksha__col_2,jansuraksha__col_3,jansuraksha__col_4,jansuraksha__col_5,jansuraksha__col_6,jansuraksha__col_7,jansuraksha__col_8,jansuraksha__col_9,kcc__achievement_amt,kcc__achievement_no,kcc__achievement_pct_amt,kcc__achievement_pct_no,kcc__target_amt,kcc__target_no,mudra__kishore_amt,mudra__kishore_no,mudra__shishu_amt,mudra__shishu_no,mudra__tarun_amt,mudra__tarun_no,mudra__total_amt,mudra__total_no,pmegp__disbursed_projects,pmegp__sanctioned_amt,pmegp__sanctioned_projects,pmegp__sponsored_projects,pmegp__target_employment,pmegp__target_margin_money,pmegp__target_projects,pmjdy__active_no,pmjdy__active_pct,pmjdy__balance_amt_crore,pmjdy__female_no,pmjdy__male_no,pmjdy__rupay_active_no,pmjdy__rupay_active_pct,pmjdy__rupay_issued_no,pmjdy__rural_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,pmjdy__zero_balance_no,priority_sector__col_1,priority_sector__col_2,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,shg__achievement_amt,shg__achievement_no,shg__achievement_pct_amt,shg__achievement_pct_no,shg__target_amt,shg__target_no,social_security_apy__subscribers_fy15,social_security_apy__subscribers_fy16,social_security_apy__subscribers_fy17,social_security_apy__subscribers_fy18,social_security_apy__subscribers_fy19,social_security_apy__subscribers_fy20,social_security_pmjjby__claims_amount_crore,social_security_pmjjby__claims_paid_no,social_security_pmjjby__claims_pending_no,social_security_pmjjby__claims_rejected_no,social_security_pmjjby__claims_total_no,social_security_pmjjby__claims_under_process_no,social_security_pmsby__claims_amount_crore,social_security_pmsby__claims_paid_no,social_security_pmsby__claims_pending_no,social_security_pmsby__claims_rejected_no,social_security_pmsby__claims_total_no,social_security_pmsby__claims_under_process_no,stand_up_india__sc_st_amount,stand_up_india__sc_st_loans,stand_up_india__total_amount,stand_up_india__total_loans,stand_up_india__women_amount,stand_up_india__women_loans
Hardoi,2024-03,,,,,,,,,,,,,,,,,,,,,7028.83,13189.24,,,,,,,,,,,,,,,,,,,9223.0,112.43,114.31,32564.0,180.94,186.23,172.03,2174.0,,,,,,,,1807854.0,88.79,1027.93,1013451.0,890804.0,1605201.0,80.82,1461148.0,1587027.0,1904255.0,317228.0,106231.0,,,,,,,0.0,5.0,0.0,5.0,5.0,7.0,,,,,,,,1400.0,25.58,1279.0,,116.0,,391.0,44.0,242.0,,105.0,216822.8,400.0,,,,217222.8
Hathras,2024-03,,,,,,,,,,,,,,,,,67.0,,,68.55,5113.74,7459.55,,,,,,,,,,,,,,,,,,,19048.0,122.57,123.99,33983.0,185.73,187.58,88.83,1086.0,,,,,,,,614243.0,92.09,266.86,363019.0,303911.0,565647.0,82.97,509658.0,391578.0,666930.0,275352.0,57082.0,,,,,,,0.0,3.0,75.0,3.0,3.0,4.0,130.0,12660.0,13297.0,105.03,68149.0,,,265.0,4.82,241.0,,20.0,,,,,,,12968.98,1112.0,,,,
Jalaun,2024-03,,,,,,,,,,,,,,,,,,,,48.6,4058.7,8351.49,,,,,,,,,,,,,,,,,,,6778.0,100.32,101.25,30284.0,92.68,94.77,83.25,1146.0,,,,,,,,544748.0,88.04,316.87,312150.0,288785.0,479617.0,62.33,339554.0,424435.0,600935.0,176500.0,28301.0,,,,,,,0.0,4.0,65.32,100.0,4.0,4.0,132.0,12930.0,13950.0,107.89,87000.0,,,518.0,,472.0,,9.44,,209.0,2.68,134.0,,64.0,103401.78,8960.0,,,,112361.78
Jaunpur,2024-03,,,,,,,,,,,,,,,,,466.0,,,37.37,8352.32,22351.96,,,,,,,,,,,,,,,,,,,49619.0,458.31,491.35,127481.0,518.08,522.34,215.45,2603.0,,,,,,,,2482349.0,98.04,1569.57,1510515.0,1173083.0,2433755.0,51.25,1272226.0,2284538.0,2683598.0,399060.0,330325.0,,,,,,,0.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,563.0,,530.0,,10.6,,107.0,,85.0,,1.7,62306.19,600.0,,,,62906.19
Jhansi,2024-03,,,,,,,,,,,,,,,,,,,,50.33,11500.28,22850.08,,,,,,,,,,,,,,,,,,,25173.0,309.54,312.28,96582.0,251.78,259.98,138.97,1745.0,,,,,,,,683107.0,89.29,334.65,389608.0,344907.0,609972.0,75.61,516471.0,384783.0,734515.0,349732.0,61201.0,,,,,,,0.0,7.0,100.0,100.0,7.0,7.0,219.0,19730.0,15386.0,77.98,85689.0,,,,,,,,,,,,,,103734.46,10380.0,,,,114114.46
Kannauj,2024-03,,,,,,,,,,,,,,,,,338.0,,,66.35,4065.39,6126.92,,,,,,,,,,,,,,,,,,,15464.0,81.93,83.27,22226.0,185.81,190.57,124.34,1696.0,,,,,,,,733283.0,98.12,364.0,446431.0,390113.0,719493.0,84.44,619154.0,723417.0,836544.0,113127.0,57807.0,,,,,,,0.0,2.0,100.0,0.0,2.0,2.0,127.0,11660.0,16531.0,141.78,86696.0,,,578.0,,520.0,,10.4,,,,,,,77702.37,4600.0,,,,82302.37
Kanpur Dehat,2024-03,,,,,,,,,,,,,,,,,,,,47.95,3345.76,6977.7,,,,,,,,,,,,,,,,,,,6753.0,75.63,76.9,20712.0,123.94,125.64,68.91,827.0,,,,,,,,805641.0,93.25,448.01,409322.0,433134.0,751299.0,78.42,631771.0,697391.0,842456.0,145065.0,47645.0,,,,,,,1.0,2.0,0.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,74538.2,2520.0,,,,77058.2
Kanpur Nagar,2024-03,,,,,,,,,,,,,,,,,148.0,,,50.12,52932.61,105610.34,,,,,,,,,,,,,,,,,,,34873.0,167.69,174.35,56679.0,501.84,508.58,495.07,5844.0,,,,,,,,1525987.0,92.29,956.3,863119.0,790529.0,1408384.0,83.54,1274769.0,578126.0,1653648.0,1075522.0,96190.0,,,,,,,1363.27,1279.0,62.25,59.6,2190.0,2146.0,,,,,,,,,,,,,,355.0,,278.0,,,369628.12,40007.0,,,,
Kasganj,2024-03,,,,,,,,,,,,,,,,,93.0,,,71.41,2949.89,4130.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624267.0,88.94,273.79,362919.0,304817.0,555212.0,81.25,507230.0,269497.0,667736.0,398239.0,46532.0,,,,,,,0.0,2.0,100.0,2.0,2.0,2.0,80.0,7910.0,13691.0,173.08,63.448,,,,,,,,,,,,,,,,,,,
Kaushambi,2024-03,,,,,,,,,,,,,,,,,199.0,,,43.28,2417.9,5587.16,,,,,,,,,,,,,,,,,,,12226.0,109.54,112.05,31848.0,164.36,165.19,64.62,792.0,,,,,,,,775301.0,97.48,542.0,429640.0,415797.0,755769.0,83.15,644692.0,750583.0,845437.0,94854.0,37008.0,,,,,,,0.0,4.0,100.0,100.0,4.0,4.0,117.0,11490.0,20332.0,176.95,99664.0,,,242.0,,84.0,,,,,,,,,31328.35,720.0,,,,32048.35
Kheri,2024-03,,,,,,,,,,,,,,,,,227.0,,,71.75,9941.82,13856.36,,,,,,,,,,,,,,,,,,,16365.0,153.31,157.41,45620.0,212.19,214.64,124.73,1659.0,,,,,,,,1784969.0,92.42,783.8,1027202.0,914540.0,1649696.0,52.98,945651.0,1704934.0,1941742.0,236808.0,126090.0,383965.0,8100.26,63298.0,1307.97,16.49,,50.0,2.0,100.0,0.0,2.0,4.0,,,,,,,,2852.0,81.0,2571.0,51.42,200.0,,,,,,,216940.69,38160.0,,,,255100.69
Kushi Nagar,2024-03,,,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,85933.0,814.39,818.03,229503.0,761.85,767.54,153.76,1890.0,,,,,,,,1833553.0,84.3,826.41,1052869.0,885142.0,1545653.0,55.9,1024879.0,1616105.0,1938011.0,321906.0,258413.0,,,,,,,100.0,0.0,100.0,1.0,2.0,2.0,,,,,,,,336.0,,312.0,,6.24,,,,,,,210114.12,1520.0,,,,211634.12
Lalitpur,2024-03,,,,,,,,,,,,,,,,,164.0,,,80.38,4134.31,5143.52,,,,,,,,,,,,,,,,,,,2833.0,25.89,26.28,9106.0,46.68,51.94,50.84,695.0,,,,,,,,582625.0,89.87,204.53,320190.0,297520.0,523605.0,72.21,420695.0,439600.0,617710.0,178110.0,42804.0,,,,,,,0.0,2.0,0.0,2.0,2.0,2.0,97.0,8700.0,15753.0,181.07,70574.0,,,205.0,3.76,188.0,,24.0,,,,,,,79108.95,3560.0,,,,82668.95
Maharajganj,2024-03,,,,,,,,,,,,,,,,,,,,65.99,4888.04,7407.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098199.0,91.21,515.31,738650.0,552133.0,1001689.0,61.05,670399.0,1139776.0,1290783.0,151007.0,141810.0,,,,,,,14.0,31.0,65.0,26.0,45.0,40.0,,,,,,,,300.0,,218.0,,4.36,,,,,,,14859.61,1478.0,,,,
Mahoba,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.0,89.89,91.13,25184.0,57.58,58.23,25.57,347.0,,,,,,,,307617.0,96.97,225.25,189399.0,179707.0,298295.0,62.26,191521.0,286488.0,369106.0,82618.0,19662.0,,,,,,,0.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,486.0,8.76,438.0,,8.0,,,,,,,,,,,,
Mainpuri,2024-03,,,,,,,,,,,,,,,,,248.0,,,,68.15,7437.9,,,,,,,,,,,,,,,,,,,9236.0,14.8,15.21,7203.0,154.25,158.13,131.73,1649.0,,,,,,,,885148.0,91.55,386.95,518541.0,482191.0,810309.0,89.46,791872.0,604655.0,1000732.0,396077.0,53925.0,158097.0,3534.51,2952.0,62.32,1.87,1.76,0.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,753.0,13.36,668.0,,84.0,,,,,,,68146.1,4800.0,,,,72946.1
Mathura,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32571.0,303.39,306.64,84638.0,304.43,306.9,163.13,2027.0,,,,,,,,847790.0,92.63,459.26,484916.0,460645.0,785326.0,85.28,722990.0,589650.0,945561.0,355911.0,80875.0,293097.0,9228.67,13851.0,329.97,4.73,3.58,0.0,7.0,0.0,7.0,7.0,7.0,267.0,25200.0,20963.0,83.19,95904.0,,,934.0,11.0,876.0,17.52,47.0,,,,,,,192466.84,7240.0,,,,199706.84
Mau,2024-03,,,,,,,,,,,,,,,,,,,,37.62,4381.39,11646.92,,,,,,,,,,,,,,,,,,,22670.0,188.52,189.67,55393.0,283.86,286.56,110.61,1372.0,,,,,,,,,,,,616737.0,,,,1102224.0,,359069.0,,135327.0,2349.8,10960.0,8.1,7.65,,0.0,2.0,100.0,0.0,2.0,2.0,152.0,14830.0,21567.0,145.43,86837.0,,,326.0,5.0,304.0,6.08,17.0,,55.0,0.7,35.0,,18.0,77974.14,1000.0,,,,78974.14
Meerut,2024-03,,,,,,,,,,,,,,,,,,,,53.31,27717.84,51995.95,,,,,,,,,,,,,,,,,,,48437.0,345.32,350.1,98507.0,517.37,524.76,366.08,4524.0,,,,,,,,1133330.0,89.9,640.76,724331.0,579545.0,1018868.0,78.25,886863.0,637401.0,1303876.0,666475.0,156204.0,368272.0,15510.26,100346.0,1877.61,27.25,12.11,0.0,12.0,1.0,11.0,12.0,13.0,,,,,,,,2208.0,26.0,2086.0,41.72,96.0,,289.0,,5.78,,,289494.08,34000.0,,,116.72,323494.08
Mirzapur,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34740.0,287.26,310.99,86011.0,363.79,365.36,172.57,2246.0,,,,,,,,1002138.0,91.64,632.29,601997.0,520720.0,918324.0,65.41,655534.0,908766.0,1122717.0,213951.0,67517.0,204922.0,3793.07,12020.0,173.73,5.87,4.58,2.0,2.0,100.0,0.0,2.0,2.0,,,,,,,,832.0,19.0,750.0,15.0,63.0,,199.0,2.56,128.0,,59.0,18665.71,3746.0,,,23.22,135.0
Moradabad,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33410.0,235.67,241.61,67497.0,375.99,386.33,251.39,3143.0,,,,,,,,1056737.0,99.75,444.55,664085.0,553281.0,1054127.0,79.34,838457.0,534546.0,1217366.0,682820.0,103696.0,310700.0,10908.25,325109.0,6628.93,104.64,60.77,100.0,9.0,42.73,33.07,9.0,9.0,,,,,,,,2951.0,221.0,2601.0,52.02,129.0,,262.0,4.3,215.0,,31.0,166703.77,11320.0,,,51.83,178023.77
Muzaffarnagar,2024-03,,,,,,,,,,,,,,,,,104.0,,,81.21,16670.45,20528.83,,,,,,,,,,,,,,,,,,,55266.0,490.46,499.04,136985.0,510.56,525.22,208.72,2569.0,,,,,,,,952589.0,87.07,515.02,563184.0,462255.0,829397.0,73.54,700545.0,621981.0,1025439.0,403458.0,68010.0,10865.8,108975.0,1491.78,1491.78,26.28,13.73,8.0,8.0,72.73,0.0,8.0,11.0,,,,,,,,1370.0,61.0,1218.0,24.36,91.0,,,,,,,233636.97,29480.0,,,35.6,263116.97
Gautam Buddha Nagar,2024-03,,,,,,,,,,,,,,,,,,,,65.41,130806.42,199986.64,,,,,,,,,,,,,,,,,,,8919.0,58.38,59.86,16029.0,155.19,160.64,3187.03,3597.0,,,,,,,,1034735.0,90.68,610.14,433074.0,704997.0,938329.0,87.6,906457.0,296240.0,1138071.0,841831.0,118869.0,,,,,,,2.0,0.0,100.0,0.0,2.0,2.0,,,,,,,,765.0,22.0,701.0,14.02,42.0,,,,,,,159540.13,5255.0,,,,
Pilibhit,2024-03,,,,,,,,,,,,,,,,,230.0,,,81.76,5978.3,7311.73,,,,,,,,,,,,,,,,,,,5174.0,42.16,43.61,12168.0,101.34,103.49,88.25,1146.0,,,,,,,,1074580.0,96.54,500.48,608689.0,536350.0,1037356.0,80.75,867705.0,907766.0,1145039.0,237273.0,48431.0,202546.0,4695.86,45779.0,964.28,22.6,20.53,0.0,2.0,100.0,100.0,2.0,2.0,,,,,,,,891.0,15.0,827.0,16.54,49.0,,134.0,,109.0,,,177063.74,20120.0,,,,197183.74
Pratapgarh,2024-03,,,,,,,,,,,,,,,,,,,,,5339.57,15905.23,,,,,,,,,,,,,,,,,,,20806.0,152.49,153.79,41861.0,247.08,248.89,71.85,892.0,,,,,,,,,,,,862861.0,,,,1681166.0,,74263.0,,225480.0,3443.04,16869.0,305.71,7.48,8.88,100.0,0.0,89.88,79.72,2.0,2.0,,,,,,,,956.0,22.0,862.0,17.24,72.0,,82.0,,62.0,,14.0,97810.77,2480.0,,,,100290.77
Rae Bareli,2024-03,,,,,,,,,,,,,,,,,341.0,,,47.12,8409.13,17847.08,,,,,,,,,,,,,,,,,,,27408.0,222.21,224.81,63365.0,396.9,399.01,225.18,2654.0,,,,,,,,1022067.0,96.35,934.85,543098.0,539668.0,984714.0,76.55,782377.0,925351.0,1082766.0,157415.0,41189.0,310196.0,5686.66,20942.0,289.16,6.75,5.08,100.0,0.0,79.03,74.73,2.0,2.0,,,,,,,,1143.0,26.0,1024.0,20.48,93.0,,,,,,,119156.48,6000.0,,,,125156.48
Rampur,2024-03,,,,,,,,,,,,,,,,,107.0,,,71.15,6780.83,9530.01,,,,,,,,,,,,,,,,,,,18973.0,147.73,152.01,44801.0,208.31,216.4,102.83,1266.0,,,,,,,,914445.0,98.24,535.27,508685.0,473774.0,898356.0,86.6,791940.0,658546.0,982459.0,323913.0,71988.0,5079.49,60665.0,24.96,22.39,24.96,22.39,7.0,7.0,100.0,0.0,7.0,7.0,,,,,,,,1486.0,76.0,1341.0,26.82,69.0,,179.0,2.96,148.0,,23.0,171787.8,20000.0,,,,191787.8
Sambhal,2024-03,,,,,,,,,,,,,,,,,,,,89.99,5527.74,6142.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924753.0,89.96,259.3,559081.0,459481.0,831863.0,76.47,707173.0,622234.0,1018562.0,396328.0,78197.0,209434.0,4069.13,32790.0,431.26,15.66,10.6,0.0,2.0,0.0,2.0,2.0,4.0,128.0,12510.0,15019.0,120.06,76817.0,,,1096.0,78.0,971.0,19.42,47.0,,,,,,,136815.88,9080.0,,,,145895.88
Sant Kabeer Nagar,2024-03,,,,,,,,,,,,,,,,,,,,46.46,2935.17,6317.35,,,,,,,,,,,,,,,,,,,14881.0,171.7,172.83,47403.0,207.43,208.91,93.89,1130.0,,,,,,,,769595.0,82.81,377.86,467745.0,376664.0,637281.0,61.52,473447.0,749468.0,844409.0,94941.0,103809.0,236602.0,1929.0,32494.0,202.9,13.73,10.52,3447.24,2712.0,100.0,100.0,2280.0,2230.0,,,,,,,,155.0,2.96,148.0,,6.0,,,,,,,27325.68,6435.0,,,,
Shahjahanpur,2024-03,,,,,,,,,,,,,,,,,,,,75.94,9085.51,11964.13,,,,,,,,,,,,,,,,,,,13723.0,153.96,155.94,44442.0,191.55,193.14,142.87,1729.0,,,,,,,,1713581.0,96.37,852.29,920945.0,907654.0,1651316.0,86.29,1478576.0,1357441.0,1828599.0,471158.0,74325.0,289367.0,6732.93,35045.0,799.91,12.11,11.88,0.0,7.0,116.67,0.0,7.0,6.0,,,,,,,,,,,,,,,,,,,208670.29,12200.0,,,,220870.29
Shamli,2024-03,,,,,,,,,,,,,,,,,86.0,,,63.62,4222.66,6637.6,,,,,,,,,,,,,,,,,,,23471.0,181.88,183.16,52277.0,222.58,225.76,66.7,828.0,,,,,,,,,,,,215814.0,,,,274670.0,,210779.0,,144884.0,3240.76,39062.0,534.7,26.96,16.5,2.0,2.0,56.27,100.0,2.0,2.0,79.0,7650.0,119.29,45222.0,,,,370.0,16.0,331.0,6.62,23.0,,,,,,,9.63,17.46,,,,
Shravasti,2024-03,,,,,,,,,,,,,,,,,,,,58.28,1517.25,2603.43,,,,,,,,,,,,,,,,,,,4132.0,36.19,36.27,12328.0,77.57,78.02,55.02,759.0,,,,,,,,348617.0,89.36,260.14,190044.0,174997.0,311528.0,41.76,145576.0,356535.0,365041.0,8506.0,18805.0,88518.0,1166.54,11633.0,139.92,13.14,11.99,2.0,2.0,43.09,100.0,2.0,2.0,68.0,9126.0,,,,,,220.0,3.92,196.0,,20.0,,,,,,,49258.8,240.0,,,,49498.8
Siddharth Nagar,2024-03,,,,,,,,,,,,,,,,,,,,41.23,3168.64,7684.51,,,,,,,,,,,,,,,,,,,10209.0,112.81,113.78,33336.0,163.07,165.08,110.87,1316.0,,,,,,,,1135960.0,90.34,618.37,712814.0,537467.0,1026214.0,63.84,725158.0,1191483.0,1250281.0,58798.0,103892.0,146556.0,1912.29,15181.0,248.09,10.36,12.97,0.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,149.0,2.76,138.0,,10.0,,,,,,,179783.68,200.0,,,,179983.68
Sitapur,2024-03,,,,,,,,,,,,,,,,,,,,55.71,7305.4,13113.79,,,,,,,,,,,,,,,,,,,19365.0,208.52,210.47,62113.0,242.11,245.54,141.97,1793.0,,,,,,,,1689612.0,86.28,782.55,955692.0,818076.0,1457784.0,47.96,810350.0,1444908.0,1773768.0,328860.0,95463.0,349104.0,5413.26,38347.0,543.81,10.98,10.05,0.0,7.0,0.0,7.0,7.0,7.0,,,,,,,,1468.0,26.9,1345.0,,116.0,,,,,,,194089.26,880.0,,,14.75,194969.26
Sonbhadra,2024-03,,,,,,,,,,,,,,,,,279.0,,,,5679.95,11445.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661591.0,91.48,370.22,380683.0,355907.0,605201.0,67.89,449146.0,687828.0,736590.0,48762.0,55400.0,171317.0,3321.57,10523.0,156.13,6.14,4.7,100.0,0.0,61.97,55.52,2.0,2.0,145.0,13810.0,18962.0,137.31,85168.0,,,450.0,17.0,388.0,7.76,45.0,,,,,,,44327.45,2480.0,,,19.39,46807.45
Sultanpur,2024-03,,,,,,,,,,,,,,,,,554.0,,,41.21,4841.87,11748.68,,,,,,,,,,,,,,,,,,,22335.0,189.89,191.36,52799.0,277.13,279.27,149.39,1775.0,,,,,,,,1504911.0,93.4,1197.23,796198.0,745353.0,1405583.0,78.03,1174224.0,1398093.0,1541551.0,143458.0,49223.0,206748.0,3093.51,16689.0,281.74,8.07,9.11,2.0,2.0,100.0,0.0,2.0,2.0,,,,,,,,1030.0,19.08,954.0,,73.0,,,,,,,57571.44,1040.0,,,21.44,58611.44
Unnao,2024-03,,,,,,,,,,,,,,,,,,,,,32.18,4960.28,,,,,,,,,,,,,,,,,,,13495.0,88.15,90.22,25978.0,187.15,191.71,115.15,1497.0,,,,,,,,1060809.0,90.93,802.71,610562.0,515203.0,964630.0,79.17,839834.0,932796.0,1125765.0,192969.0,66590.0,231004.0,3421.63,15775.0,179.11,6.83,5.23,3.0,3.0,63.09,75.0,3.0,4.0,,,,,,,,1115.0,20.34,1017.0,,91.0,,,,,,,74326.23,6400.0,,,13.59,80726.23
Varanasi,2024-03,,,,,,,,,,,,,,,,,,,,,34848.42,63363.26,,,,,,,,,,,,,,,,,,,85282.0,620.83,624.89,179132.0,877.89,884.99,534.78,5533.0,,,,,,,,1834180.0,85.99,1289.27,1015065.0,863225.0,1577142.0,63.46,1163949.0,1159585.0,1878290.0,718705.0,141756.0,1398405.0,20563.28,187318.0,1079.27,13.4,5.25,1.0,11.0,100.0,11.0,12.0,11.0,,,,,,,,1205.0,12.0,1136.0,22.72,57.0,,,,,,,59081.68,400.0,,,122.46,59481.68
Chandauli,2024-03,,,,,,,,,,,,,,,,,321.0,,,,48.99,9201.52,,,,,,,,,,,,,,,,,,,28187.0,204.91,226.85,63385.0,287.2,290.77,86.45,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,100.0,6.0,6.0,6.0,,,,,,,,292.0,5.5,275.0,,15.0,,80.0,1.24,62.0,,17.0,51744.07,1200.0,,,,35296.05
Lucknow,2024-03,,,,,,,,,,,,,,,,,196.0,,,46.41,125043.88,269446.92,,,,,,,,,,,,,,,,,,,42689.0,335.87,338.33,116511.0,604.22,618.01,637.11,7726.0,,,,,,,,,,,,,,,,,,,,544593.0,40908.7,120344.0,2770.51,22.1,6.77,3.0,11.0,0.0,11.0,14.0,11.0,,,,,,,,2558.0,,2398.0,,47.96,,,,,,,78954.95,2000.0,,,,80954.95
Prayagraj,2024-03,,,,,,,,,,,,,,,,,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458959.0,11514.63,44783.0,923.96,9.76,8.02,0.0,8.0,100.0,88.89,8.0,9.0,,,,,,,,1443.0,18.0,1331.0,26.62,94.0,,154.0,2.2,110.0,,36.0,132458.82,2200.0,,,,134658.82
Saharanpur,2024-03,,,,,,,,,,,,,,,,,220.0,,,67.79,15287.38,22549.61,,,,,,,,,,,,,,,,,,,97458.0,749.55,760.41,210366.0,834.68,845.37,211.76,2632.0,,,,,,,,,,,,,,,,,,,,586742.0,10102.89,120707.0,1831.73,20.57,18.13,0.0,9.0,0.0,9.0,9.0,9.0,,,,,,,,4297.0,58.0,4041.0,80.82,198.0,,235.0,,186.0,,3.72,282376.26,26000.0,,,,308376.26
Ambedkar Nagar,2024-03,,,,,,,,,,,,,,,,,,,,50.74,4813.97,9487.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6752.64,,,4560.0,4471.0,,,,,,,,,,,,,,,,,,,106968.66,1000.0,,,,107968.66
Amroha,2024-03,,,,,,,,,,,,,,,,,,,,72.79,6114.62,8400.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222653.0,4605.68,40375.0,544.76,18.13,11.83,0.0,4.0,1.0,57.14,4.0,7.0,,,,,,,,,,,,,,,,,,,160888.03,20400.0,,,,181288.03
Agra,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,9.0,9.0,11.0,,,,,,,,,,,,,,,,,,,278098.54,4000.0,,,,282098.54
Auraiya,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,100.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,25318.23,3680.0,,,,28998.23
Azamgarh,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301905.0,4746.37,23016.0,400.42,7.62,8.44,1.0,3.0,75.0,0.0,4.0,4.0,,,,,,,,,,,,,,,,,,,121902.84,1120.0,,,,123022.84
Baghpat,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126631.0,2881.79,23149.0,376.23,18.28,13.06,0.0,3.0,0.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Aligarh,2024-03,,,,,,,,,,,,,,,,,,,,51.37,15945.07,31041.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401696.0,10605.61,58645.0,1079.22,14.6,10.18,0.0,7.0,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,301871.81,2640.0,,,,304511.81
Amethi,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,69554.1,400.0,,,,69954.1
Ayodhya,2024-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32460.0,219.03,220.84,65949.0,398.38,402.51,209.36,2494.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,75.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,94634.43,1200.0,,,,95834.43
Azamgarh,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,35.0,372.08,4836.16,,,,,,,,,,,,,,,,,,,542.22,881.0,,8.74,0.0,2.0,315.0,27585.0,,,,,,609.0,11.14,557.0,,48.0,,,,,,,7372.65,1353.0,,,,
Ballia,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8714.0,56.62,56.71,15898.0,90.83,93.06,48.19,574.0,,,,0.0,209.0,4.94,143.35,,,,,,,,,,,,,,,,,,,28.17,11.76,,,2.0,17.0,226.0,19755.0,25.71,133431.0,,,,553.0,4.0,519.0,10.38,30.0,,,,,,,54077.54,12280.0,,,,
Balrampur,2024-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,2574.0,,,,,135.9,70.0,27.18,14.0,72.0,11922.0,120951.0,,,,,,,,,,,,,,,,,,,33.83,33.33,,1.24,5.0,15.0,,,,,,,,443.0,13.0,415.0,8.3,15.0,,,,,,,24743.69,6054.0,,,,
